,pred_type,ID,ds,numbox,weight,bulk
4753,zhongzhuang,56,2016-05-13,1386,11613.572,52.038
4754,zhongzhuang,56,2016-05-14,1288,12818.54,50.840588
4755,zhongzhuang,56,2016-05-15,883,8302.02,51.278199
4756,zhongzhuang,56,2016-05-16,1037,8230.771,51.3471
4757,zhongzhuang,56,2016-05-17,546,4862.11,50.5734
4758,zhongzhuang,56,2016-05-18,1543,7062.86,52.7442
4759,zhongzhuang,56,2016-05-19,1016,10401.03,50.7934
4760,zhongzhuang,56,2016-05-20,1205,10942.28,50.3195
4761,zhongzhuang,56,2016-05-21,1500,10070.335,52.84526
4762,zhongzhuang,56,2016-05-22,1529,11114.798,51.695854
4763,zhongzhuang,56,2016-05-23,1542,9889.83,52.6532
4764,zhongzhuang,56,2016-05-24,1198,11002.73,50.637992
4765,zhongzhuang,56,2016-05-25,1169,9428.81,50.516722
4766,zhongzhuang,56,2016-05-26,1102,11774.019,51.029102
4767,zhongzhuang,56,2016-05-27,908,12090.01,51.5112
4768,zhongzhuang,56,2016-05-28,1195,9657.416,48.9076
4769,zhongzhuang,56,2016-05-29,1447,5141.5,52.804
4770,zhongzhuang,56,2016-05-30,1282,12659.268,50.643809
4771,zhongzhuang,56,2016-05-31,1196,13605.32,49.81
4772,zhongzhuang,56,2016-06-01,1078,8667.4,49.3869
4773,zhongzhuang,56,2016-06-02,966,10155.38,50.677798
4774,zhongzhuang,56,2016-06-03,2370,18962.62,102.1785
4775,zhongzhuang,56,2016-06-04,1064,9549.16,54.453368
4776,zhongzhuang,56,2016-06-05,1483,11044.8,52.2128
4777,zhongzhuang,56,2016-06-06,1529,12627.95,52.981829
4778,zhongzhuang,56,2016-06-07,4,11.0,0.1124
4779,zhongzhuang,56,2016-06-08,1185,11799.058,50.65452
4780,zhongzhuang,56,2016-06-09,1023,11469.42,56.5517
4781,zhongzhuang,56,2016-06-10,2190,19392.54,100.380016
4782,zhongzhuang,56,2016-06-11,2654,19764.06,104.405088
4783,zhongzhuang,56,2016-06-12,94,550.2,2.0016
4784,zhongzhuang,56,2016-06-13,2078,16279.592,89.440944
4785,zhongzhuang,56,2016-06-14,2936,24122.46,105.5234
4786,zhongzhuang,56,2016-06-15,1458,16539.56,99.53528
4787,zhongzhuang,56,2016-06-16,2644,26316.656,101.026756
4788,zhongzhuang,56,2016-06-17,1539,11420.5,113.1849
4789,zhongzhuang,56,2016-06-18,2100,22250.6,100.714698
4790,zhongzhuang,56,2016-06-19,2190,16692.2,100.4064
4791,zhongzhuang,56,2016-06-20,4,8.0,0.027
4792,zhongzhuang,56,2016-06-21,18,100.56,0.9694
4793,zhongzhuang,56,2016-06-22,2636,25045.88,80.338796
4794,zhongzhuang,56,2016-06-23,2458,25972.472,76.35524
4795,zhongzhuang,56,2016-06-24,2862,21023.28,103.336228
4796,zhongzhuang,56,2016-06-25,2666,26205.422,101.111386
4797,zhongzhuang,56,2016-06-26,2186,22261.842,98.256194
4798,zhongzhuang,56,2016-06-27,1291,7751.73,59.766112
4799,zhongzhuang,56,2016-06-28,1345,7246.44,41.40736
4800,zhongzhuang,56,2016-06-29,2102,15772.24,102.374758
4801,zhongzhuang,56,2016-06-30,2098,21342.02,101.1081
4802,zhongzhuang,56,2016-07-01,2118,18154.818,77.49726
4803,zhongzhuang,56,2016-07-02,2248,21988.876,98.119262
4804,zhongzhuang,56,2016-07-03,2036,13450.34,44.754
4805,zhongzhuang,56,2016-07-04,2194,25250.78,85.4862
4806,zhongzhuang,56,2016-07-05,1464,17739.818,78.276
4807,zhongzhuang,56,2016-07-06,2362,24426.438,117.482798
4808,zhongzhuang,56,2016-07-07,2653,21254.2,99.6714
4809,zhongzhuang,56,2016-07-08,2612,25159.698,106.3415
4810,zhongzhuang,56,2016-07-09,1372,8663.369,50.0097
4811,zhongzhuang,56,2016-07-10,1672,9479.8,55.3984
4812,zhongzhuang,56,2016-07-11,2186,17190.54,99.773998
4813,zhongzhuang,56,2016-07-12,33,185.3,1.3616
4814,zhongzhuang,56,2016-07-13,4062,26601.434,103.130198
4815,zhongzhuang,56,2016-07-14,2260,25195.34,101.7284
4816,zhongzhuang,56,2016-07-15,2886,15224.86,102.0906
4817,zhongzhuang,56,2016-07-16,2960,26467.38,89.16976
4818,zhongzhuang,56,2016-07-17,2492,22281.674,106.129384
4819,zhongzhuang,56,2016-07-18,1144,6670.78,51.30417
4820,zhongzhuang,56,2016-07-19,674,7242.72,39.592472
4821,zhongzhuang,56,2016-07-20,2632,19755.96,103.943972
4822,zhongzhuang,56,2016-07-21,2177,14304.56,104.628644
4823,zhongzhuang,56,2016-07-22,1101,9256.42,52.0746
4824,zhongzhuang,56,2016-07-23,2638,19921.69,104.5566
4825,zhongzhuang,56,2016-07-24,1188,20734.9,96.0668
4826,zhongzhuang,56,2016-07-26,4556,38467.177,136.9779
4827,zhongzhuang,56,2016-07-27,2338,16813.52,78.505
4828,zhongzhuang,56,2016-07-28,2870,25993.44,102.441198
4829,zhongzhuang,56,2016-07-29,2400,16375.26,101.433712
4830,zhongzhuang,56,2016-07-30,1146,8772.41,55.8893
4831,zhongzhuang,56,2016-07-31,2067,13292.5,54.231555
4832,zhongzhuang,56,2016-08-01,1351,9223.65,47.99948
4833,zhongzhuang,56,2016-08-02,2852,21618.85,98.8055
4834,zhongzhuang,56,2016-08-03,1444,13886.799,59.818332
4835,zhongzhuang,56,2016-08-04,2833,32182.094,121.18334
4836,zhongzhuang,56,2016-08-05,1806,19818.098,100.58952
4837,zhongzhuang,56,2016-08-06,2964,25086.216,103.264944
4838,zhongzhuang,56,2016-08-07,2490,23128.598,102.748476
4839,zhongzhuang,56,2016-08-08,2215,17101.3,123.0306
4840,zhongzhuang,56,2016-08-09,2506,21873.36,98.48992
4841,zhongzhuang,56,2016-08-10,2338,22401.516,104.899688
4842,zhongzhuang,56,2016-08-11,2878,25455.37,104.949198
4843,zhongzhuang,56,2016-08-12,2392,19754.756,101.591164
4844,zhongzhuang,56,2016-08-13,1560,14986.92,100.44808
4845,zhongzhuang,56,2016-08-14,2784,25466.34,101.978582
4846,zhongzhuang,56,2016-08-15,2854,27559.876,93.78388
4847,zhongzhuang,56,2016-08-16,2504,18303.378,88.614998
4848,zhongzhuang,56,2016-08-17,1368,12967.918,48.02072
4849,zhongzhuang,56,2016-08-18,1628,18637.956,98.02188
4850,zhongzhuang,56,2016-08-19,2573,20992.108,105.258993
4851,zhongzhuang,56,2016-08-20,2924,18107.64,101.8626
4852,zhongzhuang,56,2016-08-21,1205,8653.13,51.1424
4853,zhongzhuang,56,2016-08-22,2580,13745.44,102.9234
4854,zhongzhuang,56,2016-08-23,1442,11990.36,69.2803
4855,zhongzhuang,56,2016-08-24,1086,12448.356,50.176478
4856,zhongzhuang,56,2016-08-25,2226,20978.198,101.25022
4857,zhongzhuang,56,2016-08-26,3537,34861.537,130.187188
4858,zhongzhuang,56,2016-08-27,1303,12375.54,53.229756
4859,zhongzhuang,56,2016-08-28,1148,8670.799,50.63123
4860,zhongzhuang,56,2016-08-29,2768,25190.51,104.5202
4861,zhongzhuang,56,2016-08-30,2546,25046.42,83.359552
4862,zhongzhuang,56,2016-08-31,3280,25736.61,151.4713
4863,zhongzhuang,56,2016-09-01,2618,19939.84,98.468528
4864,zhongzhuang,56,2016-09-02,3192,27890.457,153.367116
4865,zhongzhuang,56,2016-09-03,2152,18044.62,81.0904
4866,zhongzhuang,56,2016-09-04,1604,9674.0,70.385
4867,zhongzhuang,56,2016-09-05,3955,28476.027,150.291086
4868,zhongzhuang,56,2016-09-06,1382,13619.458,62.1316
4869,zhongzhuang,56,2016-09-07,2324,17917.78,98.8344
4870,zhongzhuang,56,2016-09-08,3883,36809.98,153.639797
4871,zhongzhuang,56,2016-09-09,4748,40305.521,168.1898
4872,zhongzhuang,56,2016-09-10,3959,29720.41,152.4569
4873,zhongzhuang,56,2016-09-11,4840,27829.516,177.65348
4874,zhongzhuang,56,2016-09-12,4240,30506.201,165.06785
4875,zhongzhuang,56,2016-09-13,2312,20592.882,110.272773
4876,zhongzhuang,56,2016-09-14,4710,29569.11,145.6958
4877,zhongzhuang,56,2016-09-15,4728,32411.59,150.215332
4878,zhongzhuang,56,2016-09-16,3779,31931.37,147.588098
4879,zhongzhuang,56,2016-09-17,3241,38065.468,129.2591
4880,zhongzhuang,56,2016-09-18,3182,24839.5,144.100292
4881,zhongzhuang,56,2016-09-19,3270,25424.88,126.258936
4882,zhongzhuang,56,2016-09-20,3991,36336.3,170.700255
4883,zhongzhuang,56,2016-09-21,2694,23689.767,160.8132
4884,zhongzhuang,56,2016-09-22,4847,47275.523,185.79756
4885,zhongzhuang,56,2016-09-23,9158,72565.798,263.192088
4886,zhongzhuang,56,2016-09-24,6076,49898.0,215.1044
4887,zhongzhuang,56,2016-09-25,6,32.0,0.1836
4888,zhongzhuang,56,2016-09-26,4479,38655.09,180.8013
4889,zhongzhuang,56,2016-09-27,1869,20599.98,114.5145
4890,zhongzhuang,56,2016-09-28,2466,24325.88,89.979
4891,zhongzhuang,56,2016-09-29,3996,32529.435,147.786912
4892,zhongzhuang,56,2016-09-30,4194,40206.564,134.370528
4893,zhongzhuang,56,2016-10-01,1846,18675.58,93.9106
4894,zhongzhuang,56,2016-10-02,3989,31595.5,142.395324
4895,zhongzhuang,56,2016-10-03,3423,31526.436,140.267225
4896,zhongzhuang,56,2016-10-04,3371,24850.11,128.403885
4897,zhongzhuang,56,2016-10-05,2931,16396.95,114.4749
4898,zhongzhuang,56,2016-10-06,50,776.0,7.1292
4899,zhongzhuang,56,2016-10-07,1034,12296.46,39.1627
4900,zhongzhuang,56,2016-10-08,3712,30906.26,145.815952
4901,zhongzhuang,56,2016-10-09,4089,34074.267,132.784176
4902,zhongzhuang,56,2016-10-10,12,94.0,0.3532
4903,zhongzhuang,56,2016-10-11,2528,20109.14,95.379996
4904,zhongzhuang,56,2016-10-12,2423,20233.92,133.2628
4905,zhongzhuang,56,2016-10-13,3866,29263.47,151.5142
4906,zhongzhuang,56,2016-10-14,3954,29982.038,155.84428
4907,zhongzhuang,56,2016-10-15,3699,38646.09,131.804797
4908,zhongzhuang,56,2016-10-16,1440,10308.0,100.8594
4909,zhongzhuang,56,2016-10-17,4992,45632.21,295.937592
4910,zhongzhuang,56,2016-10-18,2948,16958.09,121.718932
4911,zhongzhuang,56,2016-10-19,4027,30237.91,156.918994
4912,zhongzhuang,56,2016-10-20,1884,15700.48,101.0016
4913,zhongzhuang,56,2016-10-21,2766,11681.642,100.357758
4914,zhongzhuang,56,2016-10-22,3945,27147.24,187.6266
4915,zhongzhuang,56,2016-10-23,3033,20313.57,155.3103
4916,zhongzhuang,56,2016-10-24,3246,26000.59,164.563098
4917,zhongzhuang,56,2016-10-25,2048,13888.12,99.8812
4918,zhongzhuang,56,2016-10-26,5078,30554.07,169.36184
4919,zhongzhuang,56,2016-10-27,2709,23903.1,159.0207
4920,zhongzhuang,56,2016-10-28,3046,21129.6,197.000797
4921,zhongzhuang,56,2016-10-29,3029,25606.44,104.357297
4922,zhongzhuang,56,2016-10-30,6243,50647.29,203.5056
4923,zhongzhuang,56,2016-10-31,8955,76639.92,272.918235
4924,zhongzhuang,56,2016-11-01,2813,32795.0,149.3982
4925,zhongzhuang,56,2016-11-02,3514,24006.82,154.750394
4926,zhongzhuang,56,2016-11-03,3509,34604.85,165.742197
4927,zhongzhuang,56,2016-11-04,16,125.8,0.3049
4928,zhongzhuang,56,2016-11-05,3130,32124.79,149.378297
4929,zhongzhuang,56,2016-11-07,3474,22550.41,157.0962
4930,zhongzhuang,56,2016-11-08,2999,37705.84,140.9698
4931,zhongzhuang,56,2016-11-09,4372,33356.7,184.976845
4932,zhongzhuang,56,2016-11-10,3847,36797.85,144.524794
4933,zhongzhuang,56,2016-11-11,3362,28579.99,151.143297
4934,zhongzhuang,56,2016-11-12,260,2228.0,7.6192
4935,zhongzhuang,56,2016-11-13,3388,33952.5,141.006014
4936,zhongzhuang,56,2016-11-14,22,136.0,0.2638
4937,zhongzhuang,56,2016-11-15,4521,46603.02,179.925397
4938,zhongzhuang,56,2016-11-16,3115,39729.54,142.9301
4939,zhongzhuang,56,2016-11-17,3079,33353.834,148.774494
4940,zhongzhuang,56,2016-11-18,3786,28562.01,157.1918
4941,zhongzhuang,56,2016-11-19,3342,24254.1,151.452045
4942,zhongzhuang,56,2016-11-20,3317,20951.0,150.426243
4943,zhongzhuang,56,2016-11-22,3220,19271.54,150.431555
4944,zhongzhuang,56,2016-11-23,4316,31906.32,149.245128
4945,zhongzhuang,56,2016-11-24,4181,24979.43,150.0963
4946,zhongzhuang,56,2016-11-25,3924,28682.4,158.561097
4947,zhongzhuang,56,2016-11-26,3589,30141.24,155.630017
4948,zhongzhuang,56,2016-11-27,4008,25240.24,147.11923
4949,zhongzhuang,56,2016-11-28,3016,21662.76,166.523097
4950,zhongzhuang,56,2016-11-29,3860,33096.83,145.395191
4951,zhongzhuang,56,2016-11-30,2965,29796.162,145.332597
4952,zhongzhuang,56,2016-12-01,3917,18180.404,137.3904
4953,zhongzhuang,56,2016-12-02,2456,17455.12,96.782
4954,zhongzhuang,56,2016-12-03,2722,16138.24,100.088192
4955,zhongzhuang,56,2016-12-04,120,889.4,2.0174
4956,zhongzhuang,56,2016-12-05,2450,16345.54,98.475
4957,zhongzhuang,56,2016-12-06,3228,23342.784,99.96457
4958,zhongzhuang,56,2016-12-07,2302,18121.26,99.124398
4959,zhongzhuang,56,2016-12-08,2368,27115.32,123.91759
4960,zhongzhuang,56,2016-12-09,2554,19738.38,99.000198
4961,zhongzhuang,56,2016-12-10,372,509.0,3.3882
4962,zhongzhuang,56,2016-12-11,2554,16140.58,102.3954
4963,zhongzhuang,56,2016-12-12,2836,22618.798,99.345
4964,zhongzhuang,56,2016-12-13,2350,21986.08,96.3194
4965,zhongzhuang,56,2016-12-14,3098,26550.92,103.569598
4966,zhongzhuang,56,2016-12-15,3706,25365.78,98.542398
4967,zhongzhuang,56,2016-12-16,2830,20982.528,103.6714
4968,zhongzhuang,56,2016-12-17,2140,20979.28,104.108998
4969,zhongzhuang,56,2016-12-18,160,1120.0,5.618
4970,zhongzhuang,56,2016-12-19,2266,13950.9,96.8034
4971,zhongzhuang,56,2016-12-20,4,14.0,0.0622
4972,zhongzhuang,56,2016-12-23,2768,23236.28,102.329204
4973,zhongzhuang,56,2016-12-24,2090,14436.72,106.273604
4974,zhongzhuang,56,2016-12-25,2515,19640.54,109.0796
4975,zhongzhuang,56,2016-12-26,2909,20472.61,108.517596
4976,zhongzhuang,56,2016-12-27,3050,25892.0,41.1288
4977,zhongzhuang,56,2016-12-28,44,364.0,1.4028
4978,zhongzhuang,56,2016-12-29,1258,12377.24,105.2318
4979,zhongzhuang,56,2016-12-30,2342,21243.64,99.433396
4980,zhongzhuang,56,2016-12-31,1942,13719.82,100.18763
4981,zhongzhuang,56,2017-01-01,44,99.6,0.8756
4982,zhongzhuang,56,2017-01-03,220,1183.0,8.3808
4983,zhongzhuang,56,2017-01-04,2,19.6,0.0772
4984,zhongzhuang,56,2017-01-05,26,465.0,1.289
4985,zhongzhuang,56,2017-01-06,12,30.0,0.22
4986,zhongzhuang,56,2017-01-07,26,54.0,0.4908
4987,zhongzhuang,56,2017-01-08,24,64.0,0.7186
4988,zhongzhuang,56,2017-01-10,32,206.0,0.871598
4989,zhongzhuang,56,2017-01-11,67,722.5,3.1148
4990,zhongzhuang,56,2017-01-12,36,233.0,1.1572
4991,zhongzhuang,56,2017-01-13,1230,3993.42,33.0216
4992,zhongzhuang,56,2017-01-14,2807,23042.06,109.9179
4993,zhongzhuang,56,2017-01-15,2424,25310.8,107.3044
4994,zhongzhuang,56,2017-01-16,2680,19949.0,103.8447
4995,zhongzhuang,56,2017-01-17,1562,17279.2,108.6402
4996,zhongzhuang,56,2017-01-18,2562,16360.7,98.092624
4997,zhongzhuang,56,2017-01-19,1986,12642.64,84.2604
4998,zhongzhuang,56,2017-01-20,2,6.0,0.0742
4999,zhongzhuang,56,2017-01-21,2386,20692.0,99.7286
5000,zhongzhuang,56,2017-01-22,478,6132.0,56.191999
5001,zhongzhuang,56,2017-01-23,12,45.0,0.3
5002,zhongzhuang,56,2017-01-24,2346,22114.0,106.733998
5003,zhongzhuang,56,2017-01-25,78,231.0,0.667
5004,zhongzhuang,56,2017-01-31,9,72.0,0.3
5005,zhongzhuang,56,2017-02-04,14,129.0,0.6114
5006,zhongzhuang,56,2017-02-06,3008,18415.0,84.952198
5007,zhongzhuang,56,2017-02-07,3062,26753.04,97.056398
5008,zhongzhuang,56,2017-02-08,2742,23600.0,97.761798
5009,zhongzhuang,56,2017-02-09,2520,26567.04,88.956792
5010,zhongzhuang,56,2017-02-10,1934,15582.0,111.550396
5011,zhongzhuang,56,2017-02-11,2382,14500.0,106.903198
5012,zhongzhuang,56,2017-02-12,2440,19650.0,102.604
5013,zhongzhuang,56,2017-02-13,1878,17932.0,93.9262
5014,zhongzhuang,56,2017-02-14,91,277.0,1.5637
5015,zhongzhuang,56,2017-02-15,2224,20615.16,107.2226
5016,zhongzhuang,56,2017-02-16,1840,21738.0,102.4274
5017,zhongzhuang,56,2017-02-17,1826,19016.0,103.280396
5018,zhongzhuang,56,2017-02-18,1420,11116.0,97.5566
5019,zhongzhuang,56,2017-02-19,2332,20058.0,104.675598
5020,zhongzhuang,56,2017-02-20,2534,18980.0,106.879798
5021,zhongzhuang,56,2017-02-21,2503,21502.0,112.105098
5022,zhongzhuang,56,2017-02-23,1946,23348.0,108.457398
5023,zhongzhuang,56,2017-02-24,2364,22026.56,104.478398
5024,zhongzhuang,56,2017-02-25,1916,14187.18,107.7092
5025,zhongzhuang,56,2017-02-26,1820,16330.138,103.8942
5026,zhongzhuang,56,2017-02-27,4,20.0,0.2
5027,zhongzhuang,56,2017-02-28,1600,13103.18,110.1004
5028,zhongzhuang,56,2017-03-01,2066,22755.66,103.186398
5029,zhongzhuang,56,2017-03-02,1766,15539.38,99.029192
5030,zhongzhuang,56,2017-03-03,404,2576.6,23.1242
5031,zhongzhuang,56,2017-03-04,1878,14806.6,105.4588
5032,zhongzhuang,56,2017-03-05,2638,23257.4,101.931598
5033,zhongzhuang,56,2017-03-06,2054,16640.2,101.6278
5034,zhongzhuang,56,2017-03-07,2328,24559.0,104.0498
5035,zhongzhuang,56,2017-03-08,2728,20625.42,107.916998
5036,zhongzhuang,56,2017-03-09,2766,19152.24,102.286198
5037,zhongzhuang,56,2017-03-10,3684,24397.12,108.0904
5038,zhongzhuang,56,2017-03-11,2816,20211.72,107.4918
5039,zhongzhuang,56,2017-03-12,2466,21556.08,111.8458
5040,zhongzhuang,56,2017-03-13,2534,22341.6,100.8894
5041,zhongzhuang,56,2017-03-14,2734,21898.718,107.263396
5042,zhongzhuang,56,2017-03-15,2162,21097.44,103.840796
5043,zhongzhuang,56,2017-03-16,2116,14844.76,103.845554
5044,zhongzhuang,56,2017-03-17,3408,20984.48,101.002
5045,zhongzhuang,56,2017-03-18,2638,19348.02,100.972398
5046,zhongzhuang,56,2017-03-19,2160,16244.04,104.414994
5047,zhongzhuang,56,2017-03-20,3070,16492.76,104.025992
5048,zhongzhuang,56,2017-03-21,2978,25880.84,106.933716
5049,zhongzhuang,56,2017-03-22,3148,23860.18,100.6786
5050,zhongzhuang,56,2017-03-23,2618,19852.72,94.646696
5051,zhongzhuang,56,2017-03-24,2986,27139.93,133.125294
5052,zhongzhuang,56,2017-03-25,2467,21082.47,119.930798
5053,zhongzhuang,56,2017-03-26,1838,12526.92,103.004798
5054,zhongzhuang,56,2017-03-27,2358,24457.7,107.651196
5055,zhongzhuang,56,2017-03-28,2642,25764.22,107.6326
5056,zhongzhuang,56,2017-03-29,2894,25733.76,97.801794
5057,zhongzhuang,56,2017-03-30,2022,21064.32,96.317
5058,zhongzhuang,56,2017-03-31,2586,20231.0,100.466998
5059,zhongzhuang,56,2017-04-01,2030,15025.36,99.924196
5060,zhongzhuang,56,2017-04-02,2400,18098.844,107.550228
5061,zhongzhuang,56,2017-04-03,1504,15489.32,95.6182
5062,zhongzhuang,56,2017-04-04,2192,21242.12,101.981192
5063,zhongzhuang,56,2017-04-05,1810,14783.02,82.313988
5064,zhongzhuang,56,2017-04-06,2142,18051.9,102.282598
5065,zhongzhuang,56,2017-04-07,174,101.08,1.195
5066,zhongzhuang,56,2017-04-08,1974,17858.74,107.153166
5067,zhongzhuang,56,2017-04-09,2398,17841.2,115.904598
5068,zhongzhuang,56,2017-04-10,1872,21093.88,96.560198
5069,zhongzhuang,56,2017-04-11,2238,22869.82,97.3152
5070,zhongzhuang,56,2017-04-12,2696,15010.92,87.1428
5071,zhongzhuang,56,2017-04-13,2230,14955.34,101.5136
5072,zhongzhuang,56,2017-04-14,1998,14487.16,101.1723
5073,zhongzhuang,56,2017-04-15,2002,16174.2,101.7814
5074,zhongzhuang,56,2017-04-16,2124,13366.12,96.114598
5075,zhongzhuang,56,2017-04-17,2092,17407.12,93.425232
5076,zhongzhuang,56,2017-04-18,2870,20647.76,102.032398
5077,zhongzhuang,56,2017-04-19,2384,23300.38,94.771798
5078,zhongzhuang,56,2017-04-20,2878,20606.0,99.156798
5079,zhongzhuang,56,2017-04-21,1638,17129.76,93.006084
5080,zhongzhuang,56,2017-04-22,2296,17440.5,101.2334
5081,zhongzhuang,56,2017-04-23,1666,15839.68,99.212996
5082,zhongzhuang,56,2017-04-24,3100,28366.94,139.115198
5083,zhongzhuang,56,2017-04-25,1380,13853.18,99.0276
5084,zhongzhuang,56,2017-04-26,2632,22684.22,105.806796
5085,zhongzhuang,56,2017-04-27,1796,14017.58,102.278
5086,zhongzhuang,56,2017-04-28,2290,13663.34,95.9048
5087,zhongzhuang,56,2017-04-29,2072,16020.12,100.498596
5088,zhongzhuang,56,2017-04-30,1382,11324.6,103.1136
5089,zhongzhuang,56,2017-05-01,2050,15330.3,98.712606
5090,zhongzhuang,56,2017-05-02,1804,14669.88,84.83425
5091,zhongzhuang,56,2017-05-03,2418,19190.92,89.9284
5092,zhongzhuang,56,2017-05-04,2398,18145.32,101.427998
5093,zhongzhuang,56,2017-05-05,2180,15423.72,98.842398
5094,zhongzhuang,56,2017-05-06,2110,17925.7,99.8548
5095,zhongzhuang,56,2017-05-07,2056,14114.82,100.2702
5096,zhongzhuang,56,2017-05-08,2867,20593.5,118.5962
5097,zhongzhuang,56,2017-05-09,1681,13405.98,94.352798
5098,zhongzhuang,56,2017-05-10,2656,23333.64,112.759798
5099,zhongzhuang,56,2017-05-11,1704,14585.4,99.181598
5100,zhongzhuang,56,2017-05-12,3184,29679.02,138.355398
5101,zhongzhuang,56,2017-05-13,1412,13007.36,91.5806
5102,zhongzhuang,56,2017-05-14,3234,25061.6,98.254996
5103,zhongzhuang,56,2017-05-15,2598,22933.2,98.89
5104,zhongzhuang,56,2017-05-16,1830,21748.4,104.573798
5105,zhongzhuang,56,2017-05-17,1782,20565.0,114.028998
5106,zhongzhuang,56,2017-05-18,2022,18443.76,101.739798
5107,zhongzhuang,56,2017-05-19,3726,23841.08,101.292198
5108,zhongzhuang,56,2017-05-20,1756,15976.12,105.892798
5109,zhongzhuang,56,2017-05-21,2108,20184.0,102.4754
5110,zhongzhuang,56,2017-05-22,2026,17569.96,95.872
5111,zhongzhuang,56,2017-05-23,1672,19438.52,96.626796
5112,zhongzhuang,56,2017-05-24,2554,23877.32,104.805998
5113,zhongzhuang,56,2017-05-25,216,3011.96,15.9634
5114,zhongzhuang,57,,2282,20393.5,78.581398
5115,zhongzhuang,57,2014-12-17,8,44.6,0.09
5116,zhongzhuang,57,2014-12-18,4,16.01,0.0947
5117,zhongzhuang,57,2014-12-19,1,4.0,0.02
5118,zhongzhuang,57,2014-12-23,2,1.5,0.0158
5119,zhongzhuang,57,2014-12-24,2,12.0,0.0588
5120,zhongzhuang,57,2014-12-26,20,146.0,0.8568
5121,zhongzhuang,57,2014-12-27,1,8.0,0.06
5122,zhongzhuang,57,2014-12-28,1,3.99,0.04
5123,zhongzhuang,57,2015-01-01,2,8.5,0.0515
5124,zhongzhuang,57,2015-01-03,4,21.07,0.088
5125,zhongzhuang,57,2015-01-08,4,14.72,0.189
5126,zhongzhuang,57,2015-01-12,4,22.0,0.1287
5127,zhongzhuang,57,2015-01-14,53,365.5,2.1061
5128,zhongzhuang,57,2015-01-15,1,6.96,0.034
5129,zhongzhuang,57,2015-01-18,7,38.5,0.2367
5130,zhongzhuang,57,2015-01-21,8,64.0,0.4083
5131,zhongzhuang,57,2015-01-24,2,12.0,0.0614
5132,zhongzhuang,57,2015-01-28,21,122.8,0.6455
5133,zhongzhuang,57,2015-01-30,15,46.01,0.2231
5134,zhongzhuang,57,2015-02-01,11,71.5,0.2327
5135,zhongzhuang,57,2015-02-04,13,101.5,0.5503
5136,zhongzhuang,57,2015-02-11,7,76.0,0.3
5137,zhongzhuang,57,2015-02-12,5,17.5,0.0944
5138,zhongzhuang,57,2015-02-15,3,18.0,0.0745
5139,zhongzhuang,57,2015-02-16,1,3.63,0.02
5140,zhongzhuang,57,2015-03-05,10,42.97,0.1137
5141,zhongzhuang,57,2015-03-07,5,43.64,0.324
5142,zhongzhuang,57,2015-03-08,578,7203.5,29.9204
5143,zhongzhuang,57,2015-03-09,713,5952.92,23.1234
5144,zhongzhuang,57,2015-03-10,423,4621.5,21.126799
5145,zhongzhuang,57,2015-03-11,217,1565.5,8.6426
5146,zhongzhuang,57,2015-03-13,2,12.66,0.063
5147,zhongzhuang,57,2015-03-16,1020,9000.5,56.071398
5148,zhongzhuang,57,2015-03-17,381,2843.5,15.405299
5149,zhongzhuang,57,2015-03-18,5,27.0,0.226
5150,zhongzhuang,57,2015-03-19,629,6221.5,30.747799
5151,zhongzhuang,57,2015-03-21,373,4316.0,22.7766
5152,zhongzhuang,57,2015-03-22,1178,10764.5,44.7288
5153,zhongzhuang,57,2015-03-23,1120,12865.89,82.967898
5154,zhongzhuang,57,2015-03-24,502,2881.04,10.5647
5155,zhongzhuang,57,2015-03-25,1,9.0,0.0259
5156,zhongzhuang,57,2015-03-26,2341,21527.0,62.3981
5157,zhongzhuang,57,2015-03-27,2,17.0,0.1174
5158,zhongzhuang,57,2015-03-29,1,3.0,0.0296
5159,zhongzhuang,57,2015-03-30,2,22.13,0.09
5160,zhongzhuang,57,2015-04-07,6,39.7,0.3129
5161,zhongzhuang,57,2015-04-08,4,24.0,0.128999
5162,zhongzhuang,57,2015-04-13,3,5.0,0.0478
5163,zhongzhuang,57,2015-04-18,1,3.84,0.018
5164,zhongzhuang,57,2015-04-19,5,39.3,0.2102
5165,zhongzhuang,57,2015-04-24,1,1.0,0.0034
5166,zhongzhuang,57,2015-04-26,2,3.0,0.0288
5167,zhongzhuang,57,2015-04-27,3,11.0,0.1549
5168,zhongzhuang,57,2015-04-28,1,9.0,0.0294
5169,zhongzhuang,57,2015-05-01,2,12.76,0.0483
5170,zhongzhuang,57,2015-05-02,5,26.0,0.166
5171,zhongzhuang,57,2015-05-07,1,0.5,0.0122
5172,zhongzhuang,57,2015-05-09,2,6.5,0.0318
5173,zhongzhuang,57,2015-05-11,18,135.0,0.6818
5174,zhongzhuang,57,2015-05-12,1,9.0,0.0293
5175,zhongzhuang,57,2015-05-13,8,72.0,0.372
5176,zhongzhuang,57,2015-05-14,16,129.41,0.6406
5177,zhongzhuang,57,2015-05-15,1,20.0,0.11
5178,zhongzhuang,57,2015-05-18,3,12.0,0.0628
5179,zhongzhuang,57,2015-05-20,35,127.0,0.4011
5180,zhongzhuang,57,2015-05-21,8,39.0,0.2197
5181,zhongzhuang,57,2015-05-22,8,31.05,0.418
5182,zhongzhuang,57,2015-05-23,16,64.5,0.2627
