,pred_type,ID,ds,numbox,weight,bulk
998,zhongzhuang,51,2015-05-27,51,407.5,3.0576
999,zhongzhuang,51,2015-05-28,98,616.5,3.598299
1000,zhongzhuang,51,2015-05-29,409,2585.54,17.608599
1001,zhongzhuang,51,2015-05-30,469,3219.0,9.8872
1002,zhongzhuang,51,2015-05-31,300,2169.3,11.897798
1003,zhongzhuang,51,2015-06-01,183,1691.1,8.099999
1004,zhongzhuang,51,2015-06-02,2,8.0,0.1107
1005,zhongzhuang,51,2015-06-03,140,822.83,6.029699
1006,zhongzhuang,51,2015-06-04,101,840.0,5.8999
1007,zhongzhuang,51,2015-06-05,613,3411.42,24.569599
1008,zhongzhuang,51,2015-06-06,333,3049.5,12.505898
1009,zhongzhuang,51,2015-06-07,280,3160.0,19.618399
1010,zhongzhuang,51,2015-06-08,17,91.5,0.7073
1011,zhongzhuang,51,2015-06-09,127,1197.5,5.035298
1012,zhongzhuang,51,2015-06-10,12,154.06,0.4217
1013,zhongzhuang,51,2015-06-11,96,572.6,3.0752
1014,zhongzhuang,51,2015-06-12,302,2741.5,15.698598
1015,zhongzhuang,51,2015-06-13,96,722.5,4.436599
1016,zhongzhuang,51,2015-06-14,258,2054.1,10.7596
1017,zhongzhuang,51,2015-06-15,51,341.5,2.7275
1018,zhongzhuang,51,2015-06-16,130,1543.0,5.4528
1019,zhongzhuang,51,2015-06-17,318,3019.0,8.6306
1020,zhongzhuang,51,2015-06-18,394,2317.86,11.323599
1021,zhongzhuang,51,2015-06-19,273,1159.9,8.5138
1022,zhongzhuang,51,2015-06-20,418,3658.0,20.168298
1023,zhongzhuang,51,2015-06-21,2807,28213.0,129.517297
1024,zhongzhuang,51,2015-06-22,1484,18417.4,77.5021
1025,zhongzhuang,51,2015-06-23,1018,9107.15,43.7269
1026,zhongzhuang,51,2015-06-24,1536,16701.9,83.5254
1027,zhongzhuang,51,2015-06-25,3701,40700.0,143.699398
1028,zhongzhuang,51,2015-06-26,2013,24558.0,176.017996
1029,zhongzhuang,51,2015-06-27,3860,27028.5,175.937295
1030,zhongzhuang,51,2015-06-28,3066,28428.04,173.947499
1031,zhongzhuang,51,2015-06-29,4419,45464.962,192.382398
1032,zhongzhuang,51,2015-06-30,1216,10682.7,58.7492
1033,zhongzhuang,51,2015-07-01,1378,16559.1,81.756699
1034,zhongzhuang,51,2015-07-02,2869,30235.42,141.119099
1035,zhongzhuang,51,2015-07-03,5136,41449.75,233.561696
1036,zhongzhuang,51,2015-07-04,5446,52447.4,247.855195
1037,zhongzhuang,51,2015-07-05,5818,49514.7,204.714895
1038,zhongzhuang,51,2015-07-06,1141,10608.67,60.9681
1039,zhongzhuang,51,2015-07-07,3158,34234.092,176.4581
1040,zhongzhuang,51,2015-07-08,1202,14775.4,68.7704
1041,zhongzhuang,51,2015-07-09,4526,39685.235,247.296898
1042,zhongzhuang,51,2015-07-10,5372,43486.28,236.297398
1043,zhongzhuang,51,2015-07-11,5722,38611.7,244.734499
1044,zhongzhuang,51,2015-07-12,3311,30985.9,155.284398
1045,zhongzhuang,51,2015-07-13,5120,43868.56,161.406799
1046,zhongzhuang,51,2015-07-14,3544,39169.85,186.884296
1047,zhongzhuang,51,2015-07-15,3651,52781.74,198.520098
1048,zhongzhuang,51,2015-07-16,3620,28266.13,158.713098
1049,zhongzhuang,51,2015-07-17,2736,28951.71,146.938895
1050,zhongzhuang,51,2015-07-18,8004,76080.45,323.508893
1051,zhongzhuang,51,2015-07-19,2170,14445.18,103.087699
1052,zhongzhuang,51,2015-07-20,4712,45904.23,201.662895
1053,zhongzhuang,51,2015-07-21,457,6051.3,39.0794
1054,zhongzhuang,51,2015-07-22,2222,16691.5,77.7485
1055,zhongzhuang,51,2015-07-23,2776,28394.2,153.055297
1056,zhongzhuang,51,2015-07-24,3796,29333.1,242.164599
1057,zhongzhuang,51,2015-07-25,5381,47160.16,199.231497
1058,zhongzhuang,51,2015-07-26,7496,69233.06,307.621394
1059,zhongzhuang,51,2015-07-27,5766,43219.62,205.163895
1060,zhongzhuang,51,2015-07-28,465,4608.1,37.3798
1061,zhongzhuang,51,2015-07-29,2283,25186.58,135.305198
1062,zhongzhuang,51,2015-07-30,3915,23835.06,132.102096
1063,zhongzhuang,51,2015-07-31,5259,49152.14,254.379793
1064,zhongzhuang,51,2015-08-01,7671,54632.7,280.5332
1065,zhongzhuang,51,2015-08-02,1890,15157.0,104.116599
1066,zhongzhuang,51,2015-08-03,4149,38455.9,251.890396
1067,zhongzhuang,51,2015-08-04,3138,26230.5,132.710198
1068,zhongzhuang,51,2015-08-05,2948,21326.5,150.507699
1069,zhongzhuang,51,2015-08-06,3671,32258.31,205.094197
1070,zhongzhuang,51,2015-08-07,3304,32706.0,161.694398
1071,zhongzhuang,51,2015-08-08,6268,59140.1,323.184797
1072,zhongzhuang,51,2015-08-09,5945,71885.0,308.036096
1073,zhongzhuang,51,2015-08-10,3699,29043.3,205.723798
1074,zhongzhuang,51,2015-08-11,1695,10392.5,65.683998
1075,zhongzhuang,51,2015-08-12,1313,12621.86,94.3121
1076,zhongzhuang,51,2015-08-13,5149,42540.6,238.526497
1077,zhongzhuang,51,2015-08-14,3957,33330.1,139.403397
1078,zhongzhuang,51,2015-08-15,3248,29246.77,160.002798
1079,zhongzhuang,51,2015-08-16,1410,14089.56,104.827798
1080,zhongzhuang,51,2015-08-17,5667,56870.49,277.218997
1081,zhongzhuang,51,2015-08-18,2652,24873.0,100.6002
1082,zhongzhuang,51,2015-08-19,1753,18961.0,82.278499
1083,zhongzhuang,51,2015-08-20,899,9019.42,69.817098
1084,zhongzhuang,51,2015-08-21,4473,36546.08,255.279194
1085,zhongzhuang,51,2015-08-22,3811,29240.8,152.079197
1086,zhongzhuang,51,2015-08-23,3571,30825.52,171.637197
1087,zhongzhuang,51,2015-08-24,6127,53234.94,222.172696
1088,zhongzhuang,51,2015-08-25,2739,23818.359,151.075698
1089,zhongzhuang,51,2015-08-26,3384,29770.16,120.056896
1090,zhongzhuang,51,2015-08-27,2982,23047.1,159.692298
1091,zhongzhuang,51,2015-08-28,6940,50232.91,263.983392
1092,zhongzhuang,51,2015-08-29,2809,29129.48,139.765997
1093,zhongzhuang,51,2015-08-30,6433,58693.5,300.236796
1094,zhongzhuang,51,2015-08-31,3863,39525.98,161.456599
1095,zhongzhuang,51,2015-09-01,1091,10661.3,60.4598
1096,zhongzhuang,51,2015-09-02,4396,38721.47,169.269499
1097,zhongzhuang,51,2015-09-03,3233,27483.43,141.059699
1098,zhongzhuang,51,2015-09-04,1687,14868.32,85.706699
1099,zhongzhuang,51,2015-09-05,4546,40058.62,210.144298
1100,zhongzhuang,51,2015-09-06,3898,32945.58,216.3532
1101,zhongzhuang,51,2015-09-07,1709,20985.5,89.987799
1102,zhongzhuang,51,2015-09-08,2835,21602.82,136.718399
1103,zhongzhuang,51,2015-09-09,2637,28665.78,144.0594
1104,zhongzhuang,51,2015-09-10,7172,71081.77,349.0424
1105,zhongzhuang,51,2015-09-11,5576,46202.21,246.215497
1106,zhongzhuang,51,2015-09-12,5501,55521.96,274.287497
1107,zhongzhuang,51,2015-09-13,5700,53423.36,249.991891
1108,zhongzhuang,51,2015-09-14,5212,45748.96,232.140996
1109,zhongzhuang,51,2015-09-15,3754,33277.96,174.884297
1110,zhongzhuang,51,2015-09-16,3351,21793.0,101.222497
1111,zhongzhuang,51,2015-09-17,3573,37043.33,171.789996
1112,zhongzhuang,51,2015-09-18,6098,47598.6,315.833297
1113,zhongzhuang,51,2015-09-19,3650,40794.4,188.822392
1114,zhongzhuang,51,2015-09-20,11936,102134.61,472.441289
1115,zhongzhuang,51,2015-09-21,2968,28343.79,165.021499
1116,zhongzhuang,51,2015-09-22,4202,35609.0,182.286497
1117,zhongzhuang,51,2015-09-23,4784,46131.42,242.670599
1118,zhongzhuang,51,2015-09-24,6082,53323.7,261.014196
1119,zhongzhuang,51,2015-09-25,6816,59371.3,322.781499
1120,zhongzhuang,51,2015-09-26,5211,52907.4,257.602096
1121,zhongzhuang,51,2015-09-27,5910,62150.8,306.746191
1122,zhongzhuang,51,2015-09-28,8002,59480.59,351.559593
1123,zhongzhuang,51,2015-09-29,3899,29173.57,179.251898
1124,zhongzhuang,51,2015-09-30,1550,19229.0,85.449598
1125,zhongzhuang,51,2015-10-01,6492,64317.4,332.827098
1126,zhongzhuang,51,2015-10-02,7501,66635.799,340.474193
1127,zhongzhuang,51,2015-10-03,3892,39531.7,304.057697
1128,zhongzhuang,51,2015-10-04,1466,14285.94,96.6316
1129,zhongzhuang,51,2015-10-05,435,4026.5,17.4901
1130,zhongzhuang,51,2015-10-06,1151,13761.0,63.9181
1131,zhongzhuang,51,2015-10-07,2262,24583.5,87.4371
1132,zhongzhuang,51,2015-10-08,1002,8524.4,65.835399
1133,zhongzhuang,51,2015-10-09,522,4487.53,40.813297
1134,zhongzhuang,51,2015-10-10,5722,50731.07,270.985898
1135,zhongzhuang,51,2015-10-11,3923,41487.31,272.6563
1136,zhongzhuang,51,2015-10-12,3052,36031.069,164.129097
1137,zhongzhuang,51,2015-10-13,8938,85571.3,443.463798
1138,zhongzhuang,51,2015-10-14,5272,61715.06,306.913997
1139,zhongzhuang,51,2015-10-15,6315,58282.8,287.298192
1140,zhongzhuang,51,2015-10-16,10415,92166.859,403.681896
1141,zhongzhuang,51,2015-10-17,6436,61718.1,301.080797
1142,zhongzhuang,51,2015-10-18,3975,37810.58,288.823695
1143,zhongzhuang,51,2015-10-19,4758,46730.37,216.626799
1144,zhongzhuang,51,2015-10-20,9387,79998.2,402.787997
1145,zhongzhuang,51,2015-10-21,5311,53340.74,320.337299
1146,zhongzhuang,51,2015-10-22,7241,64434.31,334.0123
1147,zhongzhuang,51,2015-10-23,5057,51007.54,308.9871
1148,zhongzhuang,51,2015-10-24,4597,46626.4,276.165397
1149,zhongzhuang,51,2015-10-25,10127,85092.3,463.973692
1150,zhongzhuang,51,2015-10-26,8523,83813.08,460.217495
1151,zhongzhuang,51,2015-10-27,5087,51540.6,280.847894
1152,zhongzhuang,51,2015-10-28,4885,45609.0,319.261298
1153,zhongzhuang,51,2015-10-29,3796,35338.5,187.230099
1154,zhongzhuang,51,2015-10-30,5057,50818.83,305.514694
1155,zhongzhuang,51,2015-10-31,4221,42418.95,222.8683
1156,zhongzhuang,51,2015-11-01,9427,71716.1,428.556594
1157,zhongzhuang,51,2015-11-02,6410,64653.048,318.349495
1158,zhongzhuang,51,2015-11-03,7800,58664.216,285.303896
1159,zhongzhuang,51,2015-11-04,5159,45048.8,219.903399
1160,zhongzhuang,51,2015-11-05,7384,77252.8,361.061296
1161,zhongzhuang,51,2015-11-06,1684,15145.0,96.802697
1162,zhongzhuang,51,2015-11-07,9180,86874.5,440.030893
1163,zhongzhuang,51,2015-11-08,2931,34041.3,241.306
1164,zhongzhuang,51,2015-11-09,4699,44793.4,246.068897
1165,zhongzhuang,51,2015-11-10,2032,23321.5,93.977199
1166,zhongzhuang,51,2015-11-11,2301,24652.219,88.282398
1167,zhongzhuang,51,2015-11-12,4487,46076.56,235.098397
1168,zhongzhuang,51,2015-11-13,2189,19875.44,91.866396
1169,zhongzhuang,51,2015-11-14,2152,18560.97,87.3981
1170,zhongzhuang,51,2015-11-15,153,867.5,7.2226
1171,zhongzhuang,51,2015-11-16,4996,51260.36,263.159799
1172,zhongzhuang,51,2015-11-17,2015,19989.77,85.510099
1173,zhongzhuang,51,2015-11-18,2681,33339.94,149.658299
1174,zhongzhuang,51,2015-11-19,7448,65941.775,379.11209
1175,zhongzhuang,51,2015-11-20,2821,30237.94,250.262396
1176,zhongzhuang,51,2015-11-21,4332,30682.17,217.536896
1177,zhongzhuang,51,2015-11-22,2195,15799.39,120.222595
1178,zhongzhuang,51,2015-11-23,6581,58342.32,350.615398
1179,zhongzhuang,51,2015-11-24,4130,44590.4,280.6866
1180,zhongzhuang,51,2015-11-25,2780,29819.07,228.852098
1181,zhongzhuang,51,2015-11-26,2091,14215.191,99.595999
1182,zhongzhuang,51,2015-11-27,8704,68508.794,382.092895
1183,zhongzhuang,51,2015-11-28,4767,37391.445,263.3127
1184,zhongzhuang,51,2015-11-29,7533,76300.99,416.988399
1185,zhongzhuang,51,2015-11-30,4622,46584.86,253.015997
1186,zhongzhuang,51,2015-12-01,6362,60083.54,331.676392
1187,zhongzhuang,51,2015-12-02,443,3930.909,24.822199
1188,zhongzhuang,51,2015-12-03,1408,13437.8,82.991099
1189,zhongzhuang,51,2015-12-04,7055,65418.029,363.240699
1190,zhongzhuang,51,2015-12-05,7788,71662.871,376.138393
1191,zhongzhuang,51,2015-12-06,7955,74373.0,422.833794
1192,zhongzhuang,51,2015-12-07,6790,60559.32,332.253399
1193,zhongzhuang,51,2015-12-08,3154,28214.77,141.864799
1194,zhongzhuang,51,2015-12-09,5171,45768.972,208.157998
1195,zhongzhuang,51,2015-12-10,4947,43455.25,227.781497
1196,zhongzhuang,51,2015-12-11,6407,53274.74,322.149299
1197,zhongzhuang,51,2015-12-12,9418,99191.174,466.111097
1198,zhongzhuang,51,2015-12-13,8170,79182.13,442.5038
1199,zhongzhuang,51,2015-12-14,5399,49998.72,237.107697
1200,zhongzhuang,51,2015-12-15,1016,7366.1,57.748699
1201,zhongzhuang,51,2015-12-16,7269,59093.68,245.696599
1202,zhongzhuang,51,2015-12-17,5458,45372.59,243.286898
1203,zhongzhuang,51,2015-12-18,9342,83059.26,417.444297
1204,zhongzhuang,51,2015-12-19,7574,62250.993,333.007298
1205,zhongzhuang,51,2015-12-20,8584,61960.39,296.234297
1206,zhongzhuang,51,2015-12-21,7169,71837.8,402.605598
1207,zhongzhuang,51,2015-12-22,4409,34702.01,188.644398
1208,zhongzhuang,51,2015-12-23,1141,9282.53,62.318497
1209,zhongzhuang,51,2015-12-24,3438,35193.85,202.034198
1210,zhongzhuang,51,2015-12-25,5140,46217.45,264.96
1211,zhongzhuang,51,2015-12-26,10179,84296.208,369.618394
1212,zhongzhuang,51,2015-12-27,8675,80577.146,383.299397
1213,zhongzhuang,51,2015-12-28,9390,87097.196,480.928494
1214,zhongzhuang,51,2015-12-29,3957,44314.86,196.208394
1215,zhongzhuang,51,2015-12-30,5476,49502.14,267.195098
1216,zhongzhuang,51,2015-12-31,7624,64225.374,381.944498
1217,zhongzhuang,51,2016-01-01,4074,45629.958,279.835794
1218,zhongzhuang,51,2016-01-02,4285,33276.084,194.271099
1219,zhongzhuang,51,2016-01-03,7088,56524.4,320.012596
1220,zhongzhuang,51,2016-01-04,3292,17352.65,111.776899
1221,zhongzhuang,51,2016-01-05,6901,55024.94,321.173398
1222,zhongzhuang,51,2016-01-06,6787,62478.62,186.988797
1223,zhongzhuang,51,2016-01-07,7258,75301.05,331.705796
1224,zhongzhuang,51,2016-01-08,7383,64113.96,355.303097
1225,zhongzhuang,51,2016-01-09,5038,45061.614,266.7935
1226,zhongzhuang,51,2016-01-10,8856,69680.93,397.844198
1227,zhongzhuang,51,2016-01-11,10623,90215.14,513.076336
1228,zhongzhuang,51,2016-01-12,2068,23474.99,139.9515
1229,zhongzhuang,51,2016-01-13,6801,58574.352,255.005934
1230,zhongzhuang,51,2016-01-14,5853,54232.75,291.889118
1231,zhongzhuang,51,2016-01-15,9861,87100.33,489.025495
1232,zhongzhuang,51,2016-01-16,7636,75111.88,388.143497
1233,zhongzhuang,51,2016-01-17,8023,71215.405,401.606548
1234,zhongzhuang,51,2016-01-18,8353,88349.44,420.159497
1235,zhongzhuang,51,2016-01-19,1921,14799.55,117.529
1236,zhongzhuang,51,2016-01-20,10682,91295.42,533.701514
1237,zhongzhuang,51,2016-01-21,5735,39048.2,200.278597
1238,zhongzhuang,51,2016-01-22,5587,53137.52,336.085398
1239,zhongzhuang,51,2016-01-23,4875,52575.89,333.915495
1240,zhongzhuang,51,2016-01-24,5641,60573.31,318.248898
1241,zhongzhuang,51,2016-01-25,9224,74979.377,464.381699
1242,zhongzhuang,51,2016-01-26,3583,19072.14,184.7509
1243,zhongzhuang,51,2016-01-27,3435,34458.53,187.036699
1244,zhongzhuang,51,2016-01-28,3589,37520.54,197.01036
1245,zhongzhuang,51,2016-01-29,7162,66471.02,448.768295
1246,zhongzhuang,51,2016-01-30,10460,63626.198,369.364298
1247,zhongzhuang,51,2016-01-31,6389,67497.734,386.828479
1248,zhongzhuang,51,2016-02-01,5497,67420.74,317.967196
1249,zhongzhuang,51,2016-02-02,7320,71888.668,341.861096
1250,zhongzhuang,51,2016-02-03,8848,58043.06,296.510197
1251,zhongzhuang,51,2016-02-04,1852,15667.36,97.0881
1252,zhongzhuang,51,2016-02-05,4064,38786.469,168.978647
1253,zhongzhuang,51,2016-02-14,6,28.0,0.0687
1254,zhongzhuang,51,2016-02-15,54,540.0,0.6804
1255,zhongzhuang,51,2016-02-16,2493,12490.52,112.65926
1256,zhongzhuang,51,2016-02-17,2335,16338.139,113.174259
1257,zhongzhuang,51,2016-02-18,3701,29212.616,201.938196
1258,zhongzhuang,51,2016-02-19,4852,36670.097,231.201653
1259,zhongzhuang,51,2016-02-20,6861,52597.88,237.087697
1260,zhongzhuang,51,2016-02-21,8649,82036.955,393.446652
1261,zhongzhuang,51,2016-02-22,8035,60722.534,387.083003
1262,zhongzhuang,51,2016-02-23,2699,28581.068,178.9298
1263,zhongzhuang,51,2016-02-24,5939,49614.8,256.989292
1264,zhongzhuang,51,2016-02-25,7664,48772.859,182.503998
1265,zhongzhuang,51,2016-02-26,9433,69833.099,385.304523
1266,zhongzhuang,51,2016-02-27,5034,48966.009,287.126299
1267,zhongzhuang,51,2016-02-28,7387,64712.662,355.024381
1268,zhongzhuang,51,2016-02-29,6032,51817.165,297.985357
1269,zhongzhuang,51,2016-03-01,4780,47460.665,263.594852
1270,zhongzhuang,51,2016-03-02,853,5100.8,36.6167
1271,zhongzhuang,51,2016-03-03,6431,64362.802,332.992396
1272,zhongzhuang,51,2016-03-04,6693,57911.685,403.882176
1273,zhongzhuang,51,2016-03-05,7976,67327.03,393.623978
1274,zhongzhuang,51,2016-03-06,5748,47587.018,288.895197
1275,zhongzhuang,51,2016-03-07,6579,58474.657,311.64356
1276,zhongzhuang,51,2016-03-08,3465,40262.54,222.350094
1277,zhongzhuang,51,2016-03-09,4164,38369.847,203.510098
1278,zhongzhuang,51,2016-03-10,4654,53504.658,248.872181
1279,zhongzhuang,51,2016-03-11,9681,78673.712,422.395411
1280,zhongzhuang,51,2016-03-12,6071,50359.385,299.50295
1281,zhongzhuang,51,2016-03-13,10296,72401.103,480.280504
1282,zhongzhuang,51,2016-03-14,3899,40682.027,183.33014
1283,zhongzhuang,51,2016-03-15,2031,19180.91,170.208259
1284,zhongzhuang,51,2016-03-16,5394,40460.771,227.941388
1285,zhongzhuang,51,2016-03-17,5679,47661.08,256.552788
1286,zhongzhuang,51,2016-03-18,13465,98047.215,418.867536
1287,zhongzhuang,51,2016-03-19,5650,53151.63,316.466367
1288,zhongzhuang,51,2016-03-20,3170,25792.6,165.51008
1289,zhongzhuang,51,2016-03-21,8020,85916.329,413.840037
1290,zhongzhuang,51,2016-03-22,4629,42538.687,249.473591
1291,zhongzhuang,51,2016-03-23,4445,38681.409,223.510339
1292,zhongzhuang,51,2016-03-24,3274,31510.324,193.737607
1293,zhongzhuang,51,2016-03-25,11707,87915.62,522.960004
1294,zhongzhuang,51,2016-03-26,7703,60546.489,361.0049
1295,zhongzhuang,51,2016-03-27,6287,59110.707,410.414059
1296,zhongzhuang,51,2016-03-28,5363,48859.43,310.655665
1297,zhongzhuang,51,2016-03-29,5878,49616.29,349.596094
1298,zhongzhuang,51,2016-03-30,3716,32544.268,181.178293
1299,zhongzhuang,51,2016-03-31,3820,40346.65,180.8397
1300,zhongzhuang,51,2016-04-01,10255,76510.524,371.436878
1301,zhongzhuang,51,2016-04-02,8314,60583.323,387.127384
1302,zhongzhuang,51,2016-04-03,10558,85809.944,406.448491
1303,zhongzhuang,51,2016-04-04,7155,69489.657,410.238224
1304,zhongzhuang,51,2016-04-05,7069,46014.016,243.066949
1305,zhongzhuang,51,2016-04-06,1164,18845.87,132.412399
1306,zhongzhuang,51,2016-04-07,6023,69609.926,302.345567
1307,zhongzhuang,51,2016-04-08,7368,53873.954,316.737497
1308,zhongzhuang,51,2016-04-09,7798,76262.79,311.772134
1309,zhongzhuang,51,2016-04-10,8189,84660.681,507.368251
1310,zhongzhuang,51,2016-04-11,8096,84040.124,422.033777
1311,zhongzhuang,51,2016-04-12,6064,51832.003,320.362879
1312,zhongzhuang,51,2016-04-13,3854,30754.995,185.977494
1313,zhongzhuang,51,2016-04-14,6634,58124.987,313.051263
1314,zhongzhuang,51,2016-04-15,10708,80943.576,469.631793
1315,zhongzhuang,51,2016-04-16,9855,86315.304,392.274805
1316,zhongzhuang,51,2016-04-17,11103,98094.825,496.90326
1317,zhongzhuang,51,2016-04-18,5639,52298.079,262.911284
1318,zhongzhuang,51,2016-04-19,8697,74057.957,355.848251
1319,zhongzhuang,51,2016-04-20,9568,78060.272,288.765797
1320,zhongzhuang,51,2016-04-21,5221,53054.658,248.085699
1321,zhongzhuang,51,2016-04-22,8207,73987.451,311.154867
1322,zhongzhuang,51,2016-04-23,11766,101603.746,385.623335
1323,zhongzhuang,51,2016-04-24,7243,74771.138,391.324219
1324,zhongzhuang,51,2016-04-25,15259,123671.426,631.847043
1325,zhongzhuang,51,2016-04-26,8172,65154.332,363.166748
1326,zhongzhuang,51,2016-04-27,7224,65860.064,368.165089
1327,zhongzhuang,51,2016-04-28,8215,73013.502,303.817897
1328,zhongzhuang,51,2016-04-29,11033,99285.001,475.306328
1329,zhongzhuang,51,2016-04-30,10843,88406.024,454.18832
1330,zhongzhuang,51,2016-05-01,6413,67225.901,344.616775
1331,zhongzhuang,51,2016-05-02,12574,137589.678,582.98965
1332,zhongzhuang,51,2016-05-03,11734,102440.265,528.144009
1333,zhongzhuang,51,2016-05-04,2403,21077.35,179.59718
1334,zhongzhuang,51,2016-05-05,3491,29453.35,151.814425
1335,zhongzhuang,51,2016-05-06,5584,61470.11,302.925699
1336,zhongzhuang,51,2016-05-07,10216,82725.79,417.769223
1337,zhongzhuang,51,2016-05-08,11092,95764.181,504.669389
1338,zhongzhuang,51,2016-05-09,15758,149394.276,619.468748
1339,zhongzhuang,51,2016-05-10,6754,59526.87,322.749722
1340,zhongzhuang,51,2016-05-11,7802,78613.364,351.311925
1341,zhongzhuang,51,2016-05-12,12730,116075.129,506.412467
1342,zhongzhuang,51,2016-05-13,13569,126592.577,577.545154
1343,zhongzhuang,51,2016-05-14,15257,123018.005,480.562104
1344,zhongzhuang,51,2016-05-15,15683,135110.185,557.250962
1345,zhongzhuang,51,2016-05-16,13547,114101.493,644.605822
1346,zhongzhuang,51,2016-05-17,14978,137577.772,532.727491
1347,zhongzhuang,51,2016-05-18,9278,85671.205,318.373179
1348,zhongzhuang,51,2016-05-19,7635,67371.871,343.764097
1349,zhongzhuang,51,2016-05-20,13414,125100.826,530.554196
1350,zhongzhuang,51,2016-05-21,13907,129838.837,532.931034
1351,zhongzhuang,51,2016-05-22,14208,119062.87,551.917143
1352,zhongzhuang,51,2016-05-23,18278,169520.789,650.637139
1353,zhongzhuang,51,2016-05-24,8803,72593.67,294.162601
1354,zhongzhuang,51,2016-05-25,13865,117421.588,483.278075
1355,zhongzhuang,51,2016-05-26,11761,116191.053,575.329185
1356,zhongzhuang,51,2016-05-27,15497,149202.452,585.162733
1357,zhongzhuang,51,2016-05-28,12722,105585.483,432.024776
1358,zhongzhuang,51,2016-05-29,14408,116523.33,548.24572
1359,zhongzhuang,51,2016-05-30,13992,135211.635,595.845115
1360,zhongzhuang,51,2016-05-31,7152,66709.874,351.619214
1361,zhongzhuang,51,2016-06-01,9449,71177.989,412.537589
1362,zhongzhuang,51,2016-06-02,16922,153063.355,641.331836
1363,zhongzhuang,51,2016-06-03,5556,51196.614,316.729418
1364,zhongzhuang,51,2016-06-04,17461,159833.062,743.004083
1365,zhongzhuang,51,2016-06-05,11382,124551.517,437.022564
1366,zhongzhuang,51,2016-06-06,11149,90082.893,479.070877
1367,zhongzhuang,51,2016-06-07,4856,46634.62,212.559769
1368,zhongzhuang,51,2016-06-08,10653,93992.809,514.181533
1369,zhongzhuang,51,2016-06-09,10566,90588.889,457.394622
1370,zhongzhuang,51,2016-06-10,22996,206335.408,1022.504038
1371,zhongzhuang,51,2016-06-11,14740,128233.401,645.010664
1372,zhongzhuang,51,2016-06-12,11973,103398.558,578.894182
1373,zhongzhuang,51,2016-06-13,13996,96104.54,519.93837
1374,zhongzhuang,51,2016-06-14,12931,114342.129,604.571382
1375,zhongzhuang,51,2016-06-15,9430,90954.254,412.382909
1376,zhongzhuang,51,2016-06-16,25056,205432.214,841.769226
1377,zhongzhuang,51,2016-06-17,21327,189773.8,744.33988
1378,zhongzhuang,51,2016-06-18,16006,172401.092,870.562734
1379,zhongzhuang,51,2016-06-19,5332,54690.068,264.915398
1380,zhongzhuang,51,2016-06-20,7840,81149.904,348.936952
1381,zhongzhuang,51,2016-06-21,5224,52332.298,216.840676
1382,zhongzhuang,51,2016-06-22,6034,80782.68,372.59188
1383,zhongzhuang,51,2016-06-23,12443,150647.432,561.014096
1384,zhongzhuang,51,2016-06-24,14944,136124.448,526.999626
1385,zhongzhuang,51,2016-06-25,15494,133275.966,591.034968
1386,zhongzhuang,51,2016-06-26,24614,202327.328,1014.38521
1387,zhongzhuang,51,2016-06-27,16497,121081.12,776.371179
1388,zhongzhuang,51,2016-06-28,14127,107206.574,618.100506
1389,zhongzhuang,51,2016-06-29,6730,42635.3,254.062762
1390,zhongzhuang,51,2016-06-30,17118,153937.47,706.014946
1391,zhongzhuang,51,2016-07-01,17259,150564.993,925.765864
1392,zhongzhuang,51,2016-07-02,29610,261189.36,1179.580498
1393,zhongzhuang,51,2016-07-03,26728,207367.048,1208.224158
1394,zhongzhuang,51,2016-07-04,16837,156519.543,729.027086
1395,zhongzhuang,51,2016-07-05,10982,99109.56,492.860318
1396,zhongzhuang,51,2016-07-06,15986,162959.826,824.902546
1397,zhongzhuang,51,2016-07-07,21375,158257.361,816.187781
1398,zhongzhuang,51,2016-07-08,22712,199210.045,1026.685792
1399,zhongzhuang,51,2016-07-09,12437,98607.74,548.647388
1400,zhongzhuang,51,2016-07-10,21132,214591.44,1139.618652
1401,zhongzhuang,51,2016-07-11,13734,111823.82,533.677876
1402,zhongzhuang,51,2016-07-12,12026,93421.35,538.106862
1403,zhongzhuang,51,2016-07-13,15757,147976.426,470.787916
1404,zhongzhuang,51,2016-07-14,19292,164966.34,754.054706
1405,zhongzhuang,51,2016-07-15,16518,151220.69,787.405656
1406,zhongzhuang,51,2016-07-16,21165,165654.885,881.64752
1407,zhongzhuang,51,2016-07-17,19193,151664.12,702.465696
1408,zhongzhuang,51,2016-07-18,15577,125294.963,776.149536
1409,zhongzhuang,51,2016-07-19,10346,85444.359,459.5173
1410,zhongzhuang,51,2016-07-20,14250,121017.767,733.955094
1411,zhongzhuang,51,2016-07-21,16735,136054.213,659.276616
1412,zhongzhuang,51,2016-07-22,13318,96062.07,626.951458
1413,zhongzhuang,51,2016-07-23,28886,213029.912,1032.281283
1414,zhongzhuang,51,2016-07-24,18024,120955.964,573.975915
1415,zhongzhuang,51,2016-07-25,15765,127151.787,604.660206
1416,zhongzhuang,51,2016-07-26,19346,128214.284,711.225478
1417,zhongzhuang,51,2016-07-27,8685,75289.778,341.281607
1418,zhongzhuang,51,2016-07-28,15970,136979.484,673.635158
1419,zhongzhuang,51,2016-07-29,21981,154013.726,828.105092
1420,zhongzhuang,51,2016-07-30,13125,114535.792,555.598515
1421,zhongzhuang,51,2016-07-31,21034,161219.806,773.627606
