,pred_type,id,name,ds,numbox,weight,bulk
447,zhongzhuang,423,,2015-09,2046,20361.29,84.689797
448,zhongzhuang,423,,2015-10,410,3001.08,21.304798
449,zhongzhuang,423,,2015-11,742,6946.8,44.459299
450,zhongzhuang,423,,2015-12,987,11786.649,71.294399
451,zhongzhuang,423,,2016-01,559,6250.85,43.968999
452,zhongzhuang,423,,2016-02,5150,37199.01,183.869
453,zhongzhuang,423,,2016-03,4631,42557.142,260.765096
454,zhongzhuang,423,,2016-04,964,10657.805,59.911899
455,zhongzhuang,423,,2016-05,15294,115997.092,780.211397
456,zhongzhuang,423,,2016-06,1821,16720.901,91.685095
457,zhongzhuang,423,,2016-07,2811,21627.122,150.428296
458,zhongzhuang,423,,2016-08,1606,12653.515,90.869897
459,zhongzhuang,423,,2016-09,2334,16872.317,110.951597
460,zhongzhuang,423,,2016-10,2758,19592.364,142.425691
461,zhongzhuang,423,,2016-11,1636,16157.286,111.096293
462,zhongzhuang,423,,2016-12,3167,25907.59,237.122893
463,zhongzhuang,423,,2017-01,2243,18952.65,134.670295
464,zhongzhuang,423,,2017-02,1610,14052.607,107.903898
465,zhongzhuang,423,,2017-03,3300,27640.256,207.571692
466,zhongzhuang,423,,2017-04,1952,13169.088,118.890393
467,zhongzhuang,423,,2017-05,3640,29961.586,140.030691
468,zhongzhuang,423,,2017-06,1875,15010.641,106.508896
469,zhongzhuang,423,,2017-07,3250,31729.913,206.931293
470,zhongzhuang,423,,2017-08,4957,28539.859,239.95679
471,zhongzhuang,423,,2017-09,1062,10233.92,62.184499
472,zhongzhuang,631,,2016-06,23,57.5,0.255
473,zhongzhuang,631,,2016-07,137,1164.5,8.46
474,zhongzhuang,631,,2016-08,650,3156.0,21.009199
475,zhongzhuang,631,,2016-09,5,25.0,0.0583
476,zhongzhuang,631,,2016-11,6,27.0,0.088
477,zhongzhuang,631,,2016-12,5,27.0,0.0718
478,zhongzhuang,631,,2017-02,483,2247.6,7.1936
479,zhongzhuang,631,,2017-05,9,40.5,0.3762
480,zhongzhuang,631,,2017-06,5,36.98,0.135
481,zhongzhuang,631,,2017-07,17,94.4,0.5113
482,zhongzhuang,631,,2017-08,10,54.0,0.2393
483,zhongzhuang,631,,2017-09,36,235.0,1.6333
484,zhongzhuang,754,,2016-06,38,194.16,0.4024
485,zhongzhuang,754,,2016-07,3,9.0,0.045
486,zhongzhuang,754,,2016-08,10,73.12,0.1343
487,zhongzhuang,754,,2016-09,64,358.5,0.7683
488,zhongzhuang,754,,2016-10,69,469.0,0.8834
489,zhongzhuang,754,,2016-11,312,2476.66,4.6314
490,zhongzhuang,754,,2016-12,184,1303.08,2.616
491,zhongzhuang,754,,2017-01,195,1641.28,4.0784
492,zhongzhuang,754,,2017-03,31,220.5,0.6461
493,zhongzhuang,754,,2017-05,2479,17243.88,78.4782
494,zhongzhuang,754,,2017-06,178,1744.64,8.9141
495,zhongzhuang,754,,2017-07,43,397.2,2.183299
496,zhongzhuang,754,,2017-08,15,85.1,0.2998
497,zhongzhuang,754,,2017-09,5,47.0,0.1649
498,zhongzhuang,755,,2016-06,376,6094.9,19.9743
499,zhongzhuang,755,,2016-08,35,752.5,1.9975
500,zhongzhuang,755,,2016-09,2868,17118.46,55.245099
501,zhongzhuang,755,,2016-10,5186,44198.53,147.7211
502,zhongzhuang,755,,2016-11,2944,27865.64,95.1579
503,zhongzhuang,755,,2016-12,4223,35376.91,122.673
504,zhongzhuang,755,,2017-01,7240,50733.91,188.6374
505,zhongzhuang,755,,2017-02,5857,42905.02,154.9833
506,zhongzhuang,755,,2017-03,3963,35956.12,139.323099
507,zhongzhuang,755,,2017-04,4468,37786.55,148.1867
508,zhongzhuang,755,,2017-05,7956,81599.98,290.2756
509,zhongzhuang,755,,2017-06,4770,39870.555,161.3776
510,zhongzhuang,755,,2017-07,5170,45811.92,167.415502
511,zhongzhuang,755,,2017-08,6620,61802.65,265.952847
512,zhongzhuang,755,,2017-09,1798,14622.26,61.875485
513,zhongzhuang,756,,2016-06,336,3663.417,13.173225
514,zhongzhuang,756,,2016-08,705,47556.26,24.8979
515,zhongzhuang,756,,2016-09,3338,30520.641,103.6844
516,zhongzhuang,756,,2016-10,10801,94653.985,350.3832
517,zhongzhuang,756,,2016-11,9691,60556.03,259.9526
518,zhongzhuang,756,,2016-12,10651,77316.152,308.9027
519,zhongzhuang,756,,2017-01,11839,93956.696,386.664
520,zhongzhuang,756,,2017-02,2927,22456.652,86.351099
521,zhongzhuang,756,,2017-03,4870,41451.295,159.849399
522,zhongzhuang,756,,2017-04,4871,44548.452,181.1311
523,zhongzhuang,756,,2017-05,8340,74820.857,249.9345
524,zhongzhuang,756,,2017-06,6574,47945.439,202.162699
525,zhongzhuang,756,,2017-07,8360,59423.978,233.0233
526,zhongzhuang,756,,2017-08,15066,102330.491,391.374049
527,zhongzhuang,756,,2017-09,8621,54461.307,210.738417
528,zhongzhuang,757,,2016-06,52,988.0,4.0836
529,zhongzhuang,757,,2016-09,5445,41873.487,152.826198
530,zhongzhuang,757,,2016-10,11390,110745.402,387.9344
531,zhongzhuang,757,,2016-11,10358,91622.319,326.0768
532,zhongzhuang,757,,2016-12,7111,72430.24,255.8879
533,zhongzhuang,757,,2017-01,8298,75840.23,276.1732
534,zhongzhuang,757,,2017-02,3324,32152.87,107.126799
535,zhongzhuang,757,,2017-03,5126,52594.641,178.3301
536,zhongzhuang,757,,2017-04,6285,56702.638,193.2794
537,zhongzhuang,757,,2017-05,10706,108414.026,361.1959
538,zhongzhuang,757,,2017-06,5649,56278.385,195.2133
539,zhongzhuang,757,,2017-07,7759,73461.478,243.012686
540,zhongzhuang,757,,2017-08,13366,116833.857,410.850884
541,zhongzhuang,757,,2017-09,4965,43220.29,156.400632
542,zhongzhuang,758,,2016-06,94,376.0,3.1725
543,zhongzhuang,758,,2016-12,12,120.0,0.353
544,zhongzhuang,758,,2017-02,199,2035.542,6.0074
545,zhongzhuang,758,,2017-03,356,3471.27,9.3569
546,zhongzhuang,759,,2016-12,89,753.52,2.2323
547,zhongzhuang,759,,2017-04,8,56.0,0.3361
548,zhongzhuang,759,,2017-07,93,545.96,3.0017
549,zhongzhuang,759,,2017-08,636,7054.355,33.980904
550,zhongzhuang,759,,2017-09,495,4319.06,16.183462
551,zhongzhuang,760,,2016-12,9,90.0,0.2653
552,zhongzhuang,760,,2017-03,337,3260.887,10.6258
553,zhongzhuang,760,,2017-05,20,241.2,1.1172
554,zhongzhuang,761,,2017-08,12,79.2,0.48
555,zhongzhuang,765,,2016-11,184,1938.39,6.3955
556,zhongzhuang,810,,2016-08,1,450.0,5.0
557,zhongzhuang,811,,2016-08,213,2500.0,15.0
558,zhongzhuang,832,,2016-09,1283,12597.59,44.160214
559,zhongzhuang,832,,2016-10,637,4967.703,32.756499
560,zhongzhuang,832,,2016-11,324,2610.793,16.555
561,zhongzhuang,832,,2016-12,308,2460.18,17.532398
562,zhongzhuang,832,,2017-01,561,2731.12,17.423597
563,zhongzhuang,832,,2017-02,1425,9119.5,48.344
564,zhongzhuang,832,,2017-03,251,1520.514,12.753399
565,zhongzhuang,832,,2017-04,681,3709.88,19.388198
566,zhongzhuang,832,,2017-05,682,4975.376,36.588197
567,zhongzhuang,832,,2017-06,387,2591.18,18.724199
568,zhongzhuang,832,,2017-07,639,4948.58,38.086999
569,zhongzhuang,832,,2017-08,518,3229.989,24.446095
570,zhongzhuang,832,,2017-09,156,901.6,9.7198
