,pre_type,id,name,ds,numbox,weight,bulk
522,forward,756,,2017-02,8146,69971.19,250.2882
523,forward,756,,2017-03,8847,86930.742,309.5818
524,forward,756,,2017-04,10514,90336.796,325.5735
525,forward,756,,2017-05,15515,168292.286,618.5059
526,forward,756,,2017-06,11292,106211.88,401.2663
527,forward,756,,2017-07,8408,91503.96,335.828396
528,forward,756,,2017-08,17527,203637.515,882.363717
529,forward,756,,2017-09,9596,91072.22,342.990108
530,forward,757,,2016-08,110,693.0,7.0113
531,forward,757,,2016-09,339,2475.0,11.238
532,forward,757,,2016-10,1527,11764.8,45.4262
533,forward,757,,2016-11,1539,5378.9,24.367499
534,forward,757,,2016-12,1406,8842.88,35.4672
535,forward,757,,2017-01,3636,11961.85,62.314899
536,forward,757,,2017-02,1320,10166.9,49.175798
537,forward,757,,2017-03,2336,15315.3,64.415199
538,forward,757,,2017-04,2262,13327.9,83.752499
539,forward,757,,2017-05,3094,23875.5,102.532297
540,forward,757,,2017-06,4840,29000.5,149.9221
541,forward,757,,2017-07,4956,31104.4,155.314499
542,forward,757,,2017-08,4881,30150.0,150.417598
543,forward,757,,2017-09,2656,15897.5,82.2009
544,forward,759,,2016-08,138,1283.73,5.58548
545,forward,759,,2017-08,30,345.0,1.0722
546,forward,759,,2017-09,16,110.0,0.5711
547,forward,760,,2017-07,3975,3398.25,47.31
548,forward,761,,2016-06,842,14343.12,63.2209
549,forward,761,,2017-07,279,4743.0,22.3143
550,forward,761,,2017-08,978,18500.36,73.6986
551,forward,761,,2017-09,448,7936.0,34.3669
552,forward,765,,2016-08,22,116.6,1.32
553,forward,832,,2016-09,10021,70302.02,498.859771
554,forward,832,,2016-10,14992,128298.485,788.643317
555,forward,832,,2016-11,9268,87786.79,556.306852
556,forward,832,,2016-12,17720,154709.0,1103.096972
557,forward,832,,2017-01,9626,88509.62,538.675832
558,forward,832,,2017-02,7967,60227.32,447.096232
559,forward,832,,2017-03,13175,115479.309,816.611052
560,forward,832,,2017-04,15471,135533.19,969.546315
561,forward,832,,2017-05,18981,178344.02,1200.676534
562,forward,832,,2017-06,12038,132384.6,1009.721359
563,forward,832,,2017-07,15544,145930.9,992.965792
564,forward,832,,2017-08,12242,118312.14,795.134331
565,forward,832,,2017-09,6254,59628.98,442.520346
566,forward,838,,2016-08,537,5502.0,100.19
567,forward,838,,2016-09,507,10000.0,95.55
568,forward,838,,2016-11,1700,4080.0,52.5504
569,forward,838,,2017-08,1888,16771.0,81.6017
570,forward,838,,2017-09,1408,17054.8,67.353198
